timeId,name,placeId,count,nameEn
1,"[S.l.],",492,1335,[S.L.]
1,Sulzbach,497,1316,Sulzbach
1,Kassel,608,1312,Kassel
1,Berolini,2219,1310,Berolini
1,Frankreich,686,1281,France
1,Monachii,2181,1281,Monachii
1,Moskva,2132,1279,Moskva
1,Frankfurt a. M.,968,1217,Frankfurt a. M.
1,Kiel,277,1197,Keel
1,"Oberbayern, Regierungsbezirk",234,1196,"Upper Bavaria, Region of"
1,Nördlingen,622,1191,Nördlingen
1,Stockholm,329,1181,Stockholm
1,Frankfurt am Main,1276,1165,Frankfurt am Main
1,Stuttgart [u.a.],962,1141,Stuttgart [et al]
1,Venezia,555,1135,Venezia
1,Sigmaringen SIG,368,1118,Sigmaringen SIG
1,Torino,2233,1117,Torino
1,Basel,1086,1087,Basel
1,Sanktpeterburg,805,1086,Saint Petersburg
1,Köln,57,1054,Cologne
1,Ansbach,2575,1051,Ansbach
1,"Darmstadt, Regierungsbezirk",72,1043,"Darmstadt, Regierungsbezirk"
1,Passau,676,1040,Passau
1,"Frankfurt, M.",332,1025,"Frankfurt, M."
1,Bonnae,2040,1015,Bonnae
1,[München],88,1009,[München]
1,Mitte,160,999,Center
1,Edinburgh,2495,990,Edinburgh
1,Mannheim,549,975,Mannheim
1,Bern,294,968,Bern
1,Kempten,1717,936,Kempten
1,Lipsia,42,924,Lipsia
1,Pest,6309,924,Plague
1,Gießen,24,894,pour
1,Speyer,3202,892,Speyer
1,Königsberg,1861,874,Königsberg
1,Heilbronn,610,856,Heilbronn
1,Paris [u.a.],661,834,Paris [inter alia]
1,Bayreuth,858,832,Bayreuth
1,Genève,1364,792,Genève
1,Frankfurt (Main),856,786,Frankfurt (Main)
1,Innsbruck,631,781,Innsbruck
2,Ludwigsburg,1,97425,Ludwigsburg
2,Freiburg im Breisgau,17,51308,Freiburg in Breisgau
2,Sigmaringen,5,47453,Sigmaringen
2,Stuttgart,10,47149,Stuttgart
2,Karlsruhe,9,43053,Karlsruhe
2,Dresden,2,19083,Dresden
2,Berlin,18,18316,Berlin
2,Neuenstein,43,16675,Neuenstein
2,Wertheim,51,16476,Wertheim
2,Leipzig,8,16161,Leipzig
2,Paris,15,15968,Paris
2,München,48,11552,Munich
2,Wien,172,6965,Vienna
2,London,161,5844,London
2,Darmstadt,23,2907,Darmstadt
2,Göttingen,3,2616,Göttingen
2,Regensburg,67,2471,Regensburg
2,Würzburg,557,2198,Würzburg
2,Augsburg,66,2039,Augsburg
2,Bruxelles,130,2002,Bruxelles
2,Hamburg,39,1980,Hamburg
2,Nürnberg,54,1959,Nuremberg
2,Erlangen,133,1754,Gain
2,kreisfrei,14,1489,county
2,Madrid,7,1310,Madrid
2,Hessen,71,1307,Hesse
2,Braunschweig,4,1258,Brunswick
2,Hannover,327,1240,Hanover
2,Breslau,653,1137,Breslau
2,Prag,1062,1062,Prague
2,Milano,162,1058,Milano
2,Bremen,318,1023,Bremen
2,Zürich,816,985,Zurich
2,Halle,778,924,Hall
2,Firenze,710,881,Firenze
2,Stuttgart S,330,874,Stuttgart S
2,[S.l.],41,863,[S.L.]
2,Jena,447,862,Jena
2,Marburg,70,838,Marburg
2,Gotha,537,796,Gotha
2,Moskva,2132,775,Moskva
2,Pest,6309,761,Plague
2,Weimar,37,756,Weimar
2,Bonn,699,749,Bonn
2,Bamberg,244,737,Bamberg
2,Tübingen,618,720,Tübingen
2,Nördlingen,622,712,Nördlingen
2,Deutschland,38,696,Germany
2,Lipsiae,313,691,Lipsiae
2,Mainz,62,686,Mainz
2,Torino,2233,630,Torino
2,Landshut,827,622,Landshut
2,Heidelberg,394,605,Heidelberg
2,"Washington, DC",3573,604,Washington DC
2,Sanktpeterburg,805,602,Saint Petersburg
2,Bonnae,2040,601,Bonnae
2,Roma,416,598,Romany
2,Stockholm,329,537,Stockholm
2,Amsterdam,480,524,Amsterdam
2,Napoli,3165,524,Napoli
2,Basel,1086,522,Basel
2,DE,389,519,DE
2,Dorpat,3685,517,Dorpat
2,Köln,57,485,Cologne
2,Ansbach,2575,483,Ansbach
2,Monachii,2181,476,Monachii
2,Lpzg,1937,472,Lpzg
2,Bayern,233,464,Bavaria
2,Kiel,277,449,Keel
2,"Kassel, Regierungsbezirk",178,446,"Kassel, Region of"
2,Frankfurt a. M.,968,436,Frankfurt a. M.
2,Speyer,3202,433,Speyer
2,Berolini,2219,431,Berolini
2,Cassel,636,425,Cassel
2,Bayreuth,858,404,Bayreuth
2,Passau,676,402,Passau
2,Schaffhausen,5348,401,Schaffhausen
2,Bruxelles [u.a.],442,397,Bruxelles [inter alia]
2,Bern,294,392,Bern
2,Wiesbaden,2440,390,Wiesbaden
2,"[S.l.],",492,384,[S.L.]
2,New York,3486,378,new York
2,Münster,258,374,Muenster
2,Kjøbenhavn,5298,367,Kjøbenhavn
2,Helsingfors,1170,360,Helsingfors
2,"Marburg-Biedenkopf, Kreis",179,343,"Marburg-Biedenkopf, district"
2,"Frankfurt, M.",332,340,"Frankfurt, M."
2,St. Petersburg,19,328,St. Petersburg
2,Innsbruck,631,327,Innsbruck
2,Mannheim,549,324,Mannheim
2,Sigmaringen SIG,368,320,Sigmaringen SIG
2,s.l.,970,319,S.L.
2,Frankreich,686,319,France
2,Rostock,1386,318,Rostock
2,Bologna,1087,316,Bologna
2,Haigerloch BL,90,305,Haigerloch BL
2,Kreuzberg,3318,305,Kreuzberg
2,"Oberbayern, Regierungsbezirk",234,303,"Upper Bavaria, Region of"
2,"Darmstadt, Regierungsbezirk",72,302,"Darmstadt, Regierungsbezirk"
2,Venezia,555,302,Venezia
3,Ludwigsburg,1,93248,Ludwigsburg
3,Freiburg im Breisgau,17,49524,Freiburg in Breisgau
3,Karlsruhe,9,45795,Karlsruhe
3,Dresden,2,40748,Dresden
3,Sigmaringen,5,38049,Sigmaringen
3,Stuttgart,10,35192,Stuttgart
3,Wertheim,51,18449,Wertheim
3,Neuenstein,43,10056,Neuenstein
3,Berlin,18,9295,Berlin
3,Darmstadt,23,4079,Darmstadt
3,Hessen,71,3264,Hesse
3,München,48,2954,Munich
3,kreisfrei,14,2296,county
3,Göttingen,3,2043,Göttingen
3,"Kassel, Regierungsbezirk",178,1723,"Kassel, Region of"
3,Marburg,70,1547,Marburg
3,"Marburg-Biedenkopf, Kreis",179,1523,"Marburg-Biedenkopf, district"
3,Leipzig,8,1366,Leipzig
3,Paris,15,1236,Paris
3,DE,389,1107,DE
3,Deutschland,38,1065,Germany
3,Braunschweig,4,727,Brunswick
3,Bayern,233,718,Bavaria
3,Hamburg,39,710,Hamburg
3,Weimar,37,564,Weimar
3,Mitte,160,555,Center
3,Bremen,318,549,Bremen
3,Frankreich,686,549,France
3,Heilbronn,610,518,Heilbronn
3,"Oberbayern, Regierungsbezirk",234,498,"Upper Bavaria, Region of"
3,Wien,172,469,Vienna
3,Stuttgart S,330,457,Stuttgart S
3,Sigmaringen SIG,368,436,Sigmaringen SIG
3,Charlottenburg,1940,407,Charlottenburg
3,Kreuzberg,3318,367,Kreuzberg
3,Gießen,24,345,pour
3,"Darmstadt, Regierungsbezirk",72,323,"Darmstadt, Regierungsbezirk"
3,Nordrhein-Westfalen,13,316,North Rhine-Westphalia
3,Île-de-France,1007,308,Île-de-France
3,"Paris, Département",1008,306,"Paris, Territory"
3,Frankfurt (Main),856,291,Frankfurt (Main)
3,Dresden - Neustadt (Dresden)&gt;,1099,289,Dresden - Neustadt (Dresden) & gt;
3,Prenzlauer Berg,5635,273,Prenzlauer Berg
3,Berlin :,164,269,Berlin:
3,London,161,268,London
3,Balingen BL,1693,260,Balingen BL
3,Lichterfelde,4681,258,Lichterfelde
3,Heidelberg :,47,245,Heidelberg:
3,Baden-Württemberg,243,238,Baden-Wurttemberg
3,Kassel,608,223,Kassel
3,unbekannt,3116,223,unknown
3,Schöneberg,5097,216,Schöneberg
3,Amsterdam,480,215,Amsterdam
3,Hechingen BL,1555,210,Hechingen BL
3,Reutlingen RT,2009,198,Reutlingen RT
3,Limburg-Weilburg,1496,194,Limburg-Weilburg
3,Leipzig :,281,188,Leipzig:
3,Bergstraße,4447,172,Bergstraße
3,Kiel,277,172,Keel
3,"[S.l.],",492,166,[S.L.]
3,Haigerloch BL,90,163,Haigerloch BL
3,Japan,3370,162,Japan
3,"Düsseldorf, Regierungsbezirk",949,162,"Dusseldorf, Regierungsbezirk"
3,"Ebingen, Albstadt BL",777,157,"Ebingen, Albstadt BL"
3,Bremerhaven,1014,154,Bremerhaven
3,Metzingen RT,1689,148,Metzingen RT
3,"Bremen, Regierungsbezirk",577,147,"Bremen, Regierungsbezirk"
3,"Gießen, Friedhof (jüdisch)",2421,145,"Casting, Friedhof (Jewish)"
3,Schussenried siehe Bad Schussenried,2558,145,Schussenried see Bad Schussenried
3,Gammertingen SIG,1644,144,Gammertingen SIG
3,Straßburg,107,143,Strasbourg
3,Ulm UL,1889,137,Ulm UL
3,Paris :,4213,137,Paris:
3,Tübingen TÜ,1029,134,Tübingen TÜ
3,Berlin B,1534,134,Berlin B
3,Bad Urach RT,291,133,Bad Urach RT
3,Friedrichshagen,2857,128,Friedrichshagen
3,Friedrichshain,3977,128,Friedrichshain
3,"Wiesbaden - Schöne Aussicht, Friedhof (jüdisch)",5992,126,"Wiesbaden - Nice view, Friedhof (Jewish)"
3,S.-Peterburg,3169,125,S.-Petersburg
3,"Nordwürttemberg, Regierungsbezirk",242,123,"Nordwürttemberg, Regierungsbezirk"
3,Oppurg SOK,1642,122,Oppurg SOK
3,Biberach an der Riß BC,2830,117,Biberach an der Riss BC
3,Bensheim,9371,114,Bensheim
3,Bad Schussenried BC; Heil- und Pflegeanstalt,2557,112,Bad Schussenried BC; Sanatorium
3,Pfalzgrafenweiler FDS,3437,112,Pfalzgrafenweiler FDS
3,Alsace,10049,111,Alsace
3,"Bas-Rhin, Département",10050,111,"Bas-Rhin, Territory"
3,Heilbronn HN,1136,109,Heilbronn HN
3,Zwiefalten RT,2628,108,Zwiefalten RT
3,Offenbach,682,107,Offenbach
3,Rheinland-Pfalz,184,107,Rheinland-Pfalz
3,[München],88,105,[München]
3,"Rauischholzhausen, Friedhof (jüdisch)",5822,105,"Rauischholzhausen, Friedhof (Jewish)"
3,Köln,57,105,Cologne
3,Niedersachsen,328,104,Lower Saxony
3,Münsingen RT,1538,101,Münsingen RT
3,Hannover,327,101,Hanover
3,Essen,995,100,eat
3,Ludwigsburg LB,1071,100,Ludwigsburg LB
4,Dresden,2,646608,Dresden
4,Ludwigsburg,1,412508,Ludwigsburg
4,Freiburg im Breisgau,17,250607,Freiburg in Breisgau
4,Stuttgart,10,210673,Stuttgart
4,Karlsruhe,9,175709,Karlsruhe
4,Sigmaringen,5,117431,Sigmaringen
4,Wertheim,51,57988,Wertheim
4,Darmstadt,23,23950,Darmstadt
4,Berlin,18,17567,Berlin
4,Hessen,71,9938,Hesse
4,Neuenstein,43,7274,Neuenstein
4,München,48,6680,Munich
4,"Kassel, Regierungsbezirk",178,6565,"Kassel, Region of"
4,"Marburg-Biedenkopf, Kreis",179,6426,"Marburg-Biedenkopf, district"
4,Marburg,70,6414,Marburg
4,kreisfrei,14,5927,county
4,Deutschland,38,4936,Germany
4,Hamburg,39,4491,Hamburg
4,Mannheim,549,3084,Mannheim
4,Konstanz :,266,2985,Konstanz:
4,Göttingen,3,2334,Göttingen
4,Heidelberg :,47,2275,Heidelberg:
4,Köln,57,1954,Cologne
4,Stuttgart S,330,1883,Stuttgart S
4,Oberwolfach :,521,1686,Oberwolfach:
4,DE,389,1675,DE
4,Freiburg im Breisgau FR,418,1665,Freiburg FR
4,Heilbronn,610,1643,Heilbronn
4,Braunschweig,4,1518,Brunswick
4,Bremen,318,1485,Bremen
4,Frankfurt (Main),856,1446,Frankfurt (Main)
4,"Darmstadt, Regierungsbezirk",72,1431,"Darmstadt, Regierungsbezirk"
4,Kaiserslautern,260,1360,Kaiserslautern
4,unbekannt,3116,1322,unknown
4,Baden-Württemberg,243,1248,Baden-Wurttemberg
4,München :,255,1198,Munich:
4,Göttingen :,1989,1020,Göttingen:
4,Leipzig,8,1004,Leipzig
4,Nordrhein-Westfalen,13,986,North Rhine-Westphalia
4,Vaduz,4062,985,Vaduz
4,Sigmaringen SIG,368,973,Sigmaringen SIG
4,Elmshorn,1450,885,Elmshorn
4,Bayern,233,863,Bavaria
4,Berlin :,164,823,Berlin:
4,Hechingen BL,1555,819,Hechingen BL
4,Paris,15,794,Paris
4,Stuttgart :,493,794,Stuttgart:
4,Gammertingen SIG,1644,750,Gammertingen SIG
4,Balingen BL,1693,723,Balingen BL
4,Weimar,37,715,Weimar
4,Paderborn,322,714,Paderborn
4,Tübingen TÜ,1029,692,Tübingen TÜ
4,Frankreich,686,682,France
4,Karlsruhe KA,3028,655,Karlsruhe KA
4,Mannheim :,1619,643,Mannheim:
4,Reutlingen RT,2009,610,Reutlingen RT
4,Ludwigsburg LB,1071,590,Ludwigsburg LB
4,Mannheim MA,894,584,Mannheim MA
4,Italien,451,539,Italy
4,[S.l.] :,2876,536,[S.L.]:
4,"Oberbayern, Regierungsbezirk",234,535,"Upper Bavaria, Region of"
4,"Wien,",4157,498,"Vienna,"
4,Tübingen :,569,475,Tübingen:
4,Heilbronn HN,1136,467,Heilbronn HN
4,Landschaften,1482,463,Landscapes
4,Charlottenburg,1940,451,Charlottenburg
4,"Berlin,",397,448,"Berlin,"
4,Esslingen am Neckar ES,1144,439,Esslingen am Neckar ES
4,Wien :,784,437,Vienna:
4,"Gießen, Friedhof (jüdisch)",2421,420,"Casting, Friedhof (Jewish)"
4,"Düsseldorf, Regierungsbezirk",949,412,"Dusseldorf, Regierungsbezirk"
4,Heidelberg HD,669,407,Heidelberg HD
4,Konstanz KN,1277,405,Constance KN
4,Mitte,160,402,Center
4,Bremerhaven,1014,401,Bremerhaven
4,"Paris,",3340,396,"Paris,"
4,Berlin B,1534,383,Berlin B
4,Polen,423,373,Poland
4,Ravensburg RV,2625,372,Ravensburg RV
4,Düsseldorf,1448,367,Dusseldorf
4,Kassel,608,365,Kassel
4,Friedrichshafen FN,10179,363,Friedrichshafen FN
4,Haigerloch BL,90,352,Haigerloch BL
4,Bergstraße,4447,352,Bergstraße
4,Ulm UL,1889,351,Ulm UL
4,Niedersachsen,328,346,Lower Saxony
4,"Bremen, Regierungsbezirk",577,343,"Bremen, Regierungsbezirk"
4,Zehlendorf,1449,343,Zehlendorf
4,Weingarten RV; Kloster,1110,337,Weingarten RV; Convent
4,Gießen,24,332,pour
4,London,161,321,London
4,Lahr/ Schwarzwald,2125,318,Lahr / Schwarzwald
4,Limburg-Weilburg,1496,317,Limburg-Weilburg
4,"Köln, Regierungsbezirk",56,311,"Cologne, Region of"
4,Weingarten RV; Pädagogische Hochschule,1620,305,Weingarten RV; College of Education
4,Wien,172,305,Vienna
4,USA,1390,305,USA
4,Schwäbisch Gmünd AA,1518,302,Schwabisch Gmund AA
4,"Ebingen, Albstadt BL",777,300,"Ebingen, Albstadt BL"
4,Göppingen GP,286,298,Göppingen GP
5,Ludwigsburg,1,75552,Ludwigsburg
5,Karlsruhe,9,38593,Karlsruhe
5,Freiburg im Breisgau,17,36870,Freiburg in Breisgau
5,Sigmaringen,5,29374,Sigmaringen
5,Stuttgart,10,27278,Stuttgart
5,Dresden,2,18516,Dresden
5,Wertheim,51,12534,Wertheim
5,Darmstadt,23,4664,Darmstadt
5,Neuenstein,43,4618,Neuenstein
5,Berlin,18,4137,Berlin
5,Mannheim,549,2593,Mannheim
5,München,48,2317,Munich
5,Hessen,71,1846,Hesse
5,Hamburg,39,1464,Hamburg
5,DE,389,1010,DE
5,kreisfrei,14,813,county
5,"Kassel, Regierungsbezirk",178,686,"Kassel, Region of"
5,Marburg,70,668,Marburg
5,"Marburg-Biedenkopf, Kreis",179,664,"Marburg-Biedenkopf, district"
5,Bremen,318,580,Bremen
5,Braunschweig,4,561,Brunswick
5,Heilbronn,610,552,Heilbronn
5,Deutschland,38,476,Germany
5,Leipzig,8,473,Leipzig
5,Weimar,37,393,Weimar
5,Stuttgart S,330,349,Stuttgart S
5,Sigmaringen SIG,368,343,Sigmaringen SIG
5,Göttingen,3,280,Göttingen
5,Paris,15,274,Paris
5,Hechingen BL,1555,272,Hechingen BL
5,Charlottenburg,1940,245,Charlottenburg
5,unbekannt,3116,240,unknown
5,Balingen BL,1693,228,Balingen BL
5,Gammertingen SIG,1644,216,Gammertingen SIG
5,Berlin :,164,204,Berlin:
5,Nordrhein-Westfalen,13,203,North Rhine-Westphalia
5,Bergstraße,4447,202,Bergstraße
5,Mitte,160,198,Center
5,Limburg-Weilburg,1496,196,Limburg-Weilburg
5,Gießen,24,188,pour
5,Reutlingen RT,2009,175,Reutlingen RT
5,München :,255,168,Munich:
5,Wien,172,167,Vienna
5,Friedrichshain,3977,153,Friedrichshain
5,Zehlendorf,1449,152,Zehlendorf
5,Frankreich,686,139,France
5,Offenbach,682,138,Offenbach
5,Bensheim,9371,137,Bensheim
5,Lichterfelde,4681,130,Lichterfelde
5,Heidelberg :,47,128,Heidelberg:
5,Bayern,233,127,Bavaria
5,Haigerloch BL,90,126,Haigerloch BL
5,Bingen SIG,2871,126,Bingen SIG
5,Bremerhaven,1014,123,Bremerhaven
5,Berlin B,1534,123,Berlin B
5,"Ebingen, Albstadt BL",777,123,"Ebingen, Albstadt BL"
5,Ludwigsburg LB,1071,116,Ludwigsburg LB
5,"Darmstadt, Regierungsbezirk",72,115,"Darmstadt, Regierungsbezirk"
5,Baden-Württemberg,243,114,Baden-Wurttemberg
5,Friedenau,7730,111,Friedenau
5,Prenzlauer Berg,5635,108,Prenzlauer Berg
5,Tübingen TÜ,1029,107,Tübingen TÜ
5,Frankfurt (Main),856,107,Frankfurt (Main)
5,Metzingen RT,1689,104,Metzingen RT
5,Leipzig :,281,103,Leipzig:
5,"Düsseldorf, Regierungsbezirk",949,103,"Dusseldorf, Regierungsbezirk"
5,Zwiefalten RT,2628,101,Zwiefalten RT
5,Main-Taunus-Kreis,1038,100,Main-Taunus-Kreis
5,"Bremen, Regierungsbezirk",577,97,"Bremen, Regierungsbezirk"
5,Bad Urach RT,291,96,Bad Urach RT
5,Schöneberg,5097,95,Schöneberg
5,Ulm UL,1889,94,Ulm UL
5,Bürgerpark,19075,93,Bürgerpark
5,Burladingen BL,5524,92,Burladingen BL
5,"Gießen, Friedhof (jüdisch)",2421,89,"Casting, Friedhof (Jewish)"
5,London,161,89,London
5,Buch,6855,85,Book
5,Biberach an der Riß BC,2830,85,Biberach an der Riss BC
5,Friedrichshafen FN,10179,85,Friedrichshafen FN
5,Freudenstadt FDS,227,84,Freudenstadt FDS
5,Ravensburg RV,2625,84,Ravensburg RV
5,Hechingen BL; Reform-Realgymnasium,9831,82,Hechingen BL; Reform-Realgymnasium
5,Münsingen RT,1538,81,Münsingen RT
5,Pfalzgrafenweiler FDS,3437,81,Pfalzgrafenweiler FDS
5,Heilbronn HN,1136,80,Heilbronn HN
5,Île-de-France,1007,79,Île-de-France
5,"Paris, Département",1008,79,"Paris, Territory"
5,Lichtenstein RT,5922,77,Lichtenstein RT
5,"Tailfingen, Albstadt BL",3993,76,Tailfingen Albstadt BL
5,Göttingen :,1989,74,Göttingen:
5,Ulm UL; Oberamt,8106,74,Ulm UL; Oberamt
5,Wangen im Allgäu RV,2626,74,Wangen im Allgäu RV
5,Württemberg,639,73,Württemberg
5,"Klosterreichenbach, Baiersbronn FDS; Revier",6297,71,"Klosterreichenbach, Baiersbronn FDS; Area"
5,Barkhof,7197,71,Barkhof
5,Sigmaringendorf SIG,525,71,Sigmaringendorf SIG
5,Rosenfeld BL,4268,71,Rosenfeld BL
5,Lahn-Dill-Kreis,673,70,Lahn-Dill-Kreis
5,Schussenried siehe Bad Schussenried,2558,70,Schussenried see Bad Schussenried
5,"Brüssel, Weltausstellung 1910, Deutsche Abteilung, Halle für Raumkunst und Kunstgewerbe",18225,70,"Brussels, World Exposition 1910, German Department, Hall room for arts and crafts"
6,Ludwigsburg,1,90585,Ludwigsburg
6,Karlsruhe,9,66741,Karlsruhe
6,Stuttgart,10,58186,Stuttgart
6,Freiburg im Breisgau,17,37673,Freiburg in Breisgau
6,Sigmaringen,5,27964,Sigmaringen
6,Dresden,2,15462,Dresden
6,Wertheim,51,12558,Wertheim
6,Berlin,18,7831,Berlin
6,Darmstadt,23,3578,Darmstadt
6,Neuenstein,43,2820,Neuenstein
6,München,48,1750,Munich
6,Hessen,71,1714,Hesse
6,kreisfrei,14,1253,county
6,"Kassel, Regierungsbezirk",178,1188,"Kassel, Region of"
6,"Marburg-Biedenkopf, Kreis",179,1112,"Marburg-Biedenkopf, district"
6,Marburg,70,1092,Marburg
6,Deutschland,38,877,Germany
6,Braunschweig,4,676,Brunswick
6,Elmshorn,1450,543,Elmshorn
6,Heilbronn,610,499,Heilbronn
6,Stuttgart S,330,440,Stuttgart S
6,DE,389,399,DE
6,Bremen,318,319,Bremen
6,Leipzig,8,317,Leipzig
6,Göttingen,3,298,Göttingen
6,Hamburg,39,278,Hamburg
6,Sigmaringen SIG,368,273,Sigmaringen SIG
6,Paris,15,244,Paris
6,Mannheim,549,222,Mannheim
6,Weimar,37,217,Weimar
6,Balingen BL,1693,214,Balingen BL
6,Berlin :,164,212,Berlin:
6,Bayern,233,209,Bavaria
6,Hechingen BL,1555,198,Hechingen BL
6,Nordrhein-Westfalen,13,185,North Rhine-Westphalia
6,"Cambrai, Dép. Nord [F]; Gefechte",2616,184,"Cambrai, Dep. Nord [F]; Battles"
6,München :,255,177,Munich:
6,Reutlingen RT,2009,167,Reutlingen RT
6,Berlin B,1534,166,Berlin B
6,Frankreich,686,161,France
6,Ludwigsburg LB,1071,156,Ludwigsburg LB
6,Arabische Halbinsel,6442,143,Arabian Peninsula
6,"Oberbayern, Regierungsbezirk",234,130,"Upper Bavaria, Region of"
6,Gammertingen SIG,1644,130,Gammertingen SIG
6,Syrien,843,129,Syria
6,"Gießen, Friedhof (jüdisch)",2421,127,"Casting, Friedhof (Jewish)"
6,Tübingen TÜ,1029,121,Tübingen TÜ
6,Baden-Württemberg,243,119,Baden-Wurttemberg
6,Italien,451,111,Italy
6,"Ebingen, Albstadt BL",777,111,"Ebingen, Albstadt BL"
6,Heilbronn HN,1136,108,Heilbronn HN
6,Bad Urach RT,291,106,Bad Urach RT
6,Haigerloch BL,90,105,Haigerloch BL
6,Kassel,608,104,Kassel
6,Münsingen RT,1538,103,Münsingen RT
6,Friedrichshafen FN,10179,100,Friedrichshafen FN
6,Ulm UL,1889,99,Ulm UL
6,Niedersachsen,328,99,Lower Saxony
6,Vaduz,4062,96,Vaduz
6,Wien :,784,94,Vienna:
6,Metzingen RT,1689,94,Metzingen RT
6,n80125931,5732,93,n80125931
6,Ellerstadt DÜW,8958,93,Ellerstadt DÜW
6,Bremerhaven,1014,93,Bremerhaven
6,Mitte,160,93,Center
6,Heidelberg :,47,92,Heidelberg:
6,Bergstraße,4447,92,Bergstraße
6,Wilmersdorf,4003,90,Wilmersdorf
6,Zwiefalten RT,2628,88,Zwiefalten RT
6,"Bremen, Regierungsbezirk",577,88,"Bremen, Regierungsbezirk"
6,"Düsseldorf, Regierungsbezirk",949,88,"Dusseldorf, Regierungsbezirk"
6,Leipzig :,281,87,Leipzig:
6,Schweiz,874,86,Switzerland
6,Polen,423,86,Poland
6,Freudenstadt FDS,227,81,Freudenstadt FDS
6,Ulm UL; Oberamt,8106,81,Ulm UL; Oberamt
6,"Darmstadt, Regierungsbezirk",72,79,"Darmstadt, Regierungsbezirk"
6,Limburg-Weilburg,1496,79,Limburg-Weilburg
6,Dahlem,5322,79,Dahlem
6,London,161,79,London
6,Zehlendorf,1449,78,Zehlendorf
6,Wien,172,77,Vienna
6,Charlottenburg,1940,76,Charlottenburg
6,Düsseldorf,1448,76,Dusseldorf
6,"Tailfingen, Albstadt BL",3993,75,Tailfingen Albstadt BL
6,Esslingen am Neckar ES,1144,74,Esslingen am Neckar ES
6,Bingen SIG,2871,74,Bingen SIG
6,"Worms, Jüdischer Friedhof 'Heiliger Sand'",1426,73,"Worms, Jewish Cemetery Holy Sand '"
6,Sigmaringen SIG; Preußische Regierung,5064,73,Sigmaringen SIG; Prussian government
6,Amsterdam,480,71,Amsterdam
6,Laupheim BC,274,71,Laupheim BC
6,Göppingen GP,286,70,Göppingen GP
6,Frankfurt (Main),856,70,Frankfurt (Main)
6,"Klosterreichenbach, Baiersbronn FDS; Revier",6297,69,"Klosterreichenbach, Baiersbronn FDS; Area"
6,Rottenburg am Neckar TÜ,1806,69,Rottenburg am Neckar TÜ
6,Rottweil RW,3610,69,Rottweil RW
6,Mühlacker PF,4375,68,Mühlacker PF
6,Göttingen :,1989,68,Göttingen:
6,Ravensburg RV,2625,68,Ravensburg RV
6,Württemberg,639,67,Württemberg
7,Dresden,2,93461,Dresden
7,Ludwigsburg,1,85254,Ludwigsburg
7,Freiburg im Breisgau,17,80020,Freiburg in Breisgau
7,Sigmaringen,5,36254,Sigmaringen
7,Stuttgart,10,34176,Stuttgart
7,Karlsruhe,9,33681,Karlsruhe
7,Wertheim,51,12784,Wertheim
7,Darmstadt,23,2295,Darmstadt
7,Hessen,71,1121,Hesse
7,"Kassel, Regierungsbezirk",178,1024,"Kassel, Region of"
7,"Marburg-Biedenkopf, Kreis",179,1023,"Marburg-Biedenkopf, district"
7,Marburg,70,1018,Marburg
7,Neuenstein,43,867,Neuenstein
7,München,48,853,Munich
7,Berlin,18,628,Berlin
7,Deutschland,38,583,Germany
