timeId,name,affiliateId,count,nameEn
2,"Shakespeare, William (1564-1616)",5255,301,"Shakespeare, William (1564-1616)"
2,Selbstverl.,397,294,Selbstverl.
2,"Spano, Giovanni (1803 - 1878)",15705,292,"Spano, Giovanni (1803 - 1878)"
2,Kirchheim,9605,289,Kirchheim
2,Murray,1559,288,Murray
2,Buchner,576,287,Buchner
3,"Stoedtner, Franz (Lichtbildverlag) (Fotograf)",460,11262,"Stoedtner, Franz (photo publisher) (Photographer)"
3,Preußische Regierung Sigmaringen,326,4082,Prussian government Sigmaringen
3,Domänenkanzlei,131,3309,Domain Registry
3,Oberamt/Landratsamt Sigmaringen,1859,1231,Oberamt / Landratsamt Sigmaringen
3,Generaldirektion der Bad. Staatseisenbahnen Karlsruhe,1514,1065,General of the bathroom. State Railways Karlsruhe
3,"Richter, Regine (Fotograf)",61,792,"Richter, Regine (Photographer)"
3,Messbildstelle Dresden (Fotograf),195,747,MESSBILDSTELLE Dresden (Photographer)
3,Technoseum,755,716,Technoseum
3,Landgericht Freiburg,5594,714,Landgericht Freiburg
3,Ministerium der Auswärtigen Angelegenheiten,6561,655,Ministry of Foreign Affairs
3,"Schumacher, Klaus-Dieter (Fotograf)",32,622,"Schumacher, Klaus-Dieter (Photographer)"
3,Unbekannter Fotograf (Fotograf),585,597,Fotocommunity (Photographer)
3,Ministerium der auswärtigen Angelegenheiten,221,594,Ministry of Foreign Affairs
3,Karl Weysser,4408,580,Karl Weysser
3,Leopold Adler,7885,572,Leopold Adler
3,Bildarchiv Foto Marburg (Marburg),420,560,Bildarchiv Foto Marburg (Marburg)
3,Museumsberg Flensburg,2832,530,Museumsberg Flensburg
3,Theatergeschichtliche Sammlung und Hebbelsammlung,7527,520,Theater History Collection and Hebbel collection
3,Wasserwirtschaftsamt Buchen,853,473,Wasserwirtschaftsamt Book
3,Ministerium des Innern; Adelsmatrikelkommission,2057,466,Ministry of the Interior; Adelsmatrikelkommission
3,Zentralstelle für Gewerbe und Handel in Stuttgart (1848-1920),2831,441,Central Office for Industry and Trade in Stuttgart (1848-1920)
3,Forstamt Mosbach,1446,420,Forstamt Mosbach
3,Preußische Regierung,3469,399,Prussian government
3,Verlag A. und R. Adam (Fotograf),1399,390,Publisher A. and R. Adam (Photographer)
3,"Bregulla, Siegfried (Fotograf)",797,379,"Bregulla, Siegfried (Photographer)"
3,"Urach, Florestine Herzogin von, Gräfin von Württemberg, geb. Prinzessin von Monaco, 1833-1897",15026,378,"Urach, Florestine Duchess of, Countess von Württemberg, born Princess of Monaco, 1833-1897"
3,Bundesbahndirektion Karlsruhe,205,371,Bundesbahndirektion Karlsruhe
3,Statistisches Landesamt,7000,368,Statistical Office
3,Schleswig-Holsteinische Landesbibliothek,4887,368,Schleswig-Holstein State Library
3,"Ahlers, Henrik (Fotograf)",119,364,"Ahlers, Henrik (Photographer)"
3,"Reinecke, Hans (Fotograf)",11,364,"Reinecke, Hans (Photographer)"
3,Nachlaß Herzog Wilhelm II. von Urach,1634,344,Estate Duke William II. Of Urach
3,Kreis- und Hofgericht Freiburg,1783,339,Circular and Hofgericht Freiburg
3,Breitkopf & Härtel,4513,334,Breitkopf & Härtel
3,private Sammlung (Marburg),307,334,private collection (Marburg)
3,Landgericht Konstanz,10210,331,Landgericht Konstanz
3,"Bantzer, Carl",11064,320,"Bantzer, Carl"
3,STB,2075,319,STB
3,"Thiersch, Friedrich von",7153,314,"Thiersch, Friedrich von"
3,Universitätsmuseum für Kunst und Kulturgeschichte (Marburg),1416,310,University Museum of Art and Cultural History (Marburg)
3,Oskar Netoliczka,1727,308,Oskar Netoliczka
3,Rentamt Wertheim,8955,308,Rentamt Wertheim
3,Forstamt Wiesloch,4358,305,Forstamt Wiesloch
3,Gesamtarchiv der Schenken von Stauffenberg,5311,304,Gesamtarchiv cupbearer von Stauffenberg
3,Forstamt Weinheim,3807,302,Forestry Bureau Weinheim
3,Forstamt Gernsbach,3237,297,Forstamt Gernsbach
3,"Krause, Siegfried (Fotograf)",1434,290,"Krause, Siegfried (Photographer)"
3,"Varnbüler von und zu Hemmingen, Axel Freiherr; württembergischer Diplomat, 1851-1937",1338,289,"Varnbiiler to and from Hemmingen, Axel Freiherr; Württemberg Diplomat, 1851-1937"
3,Forstamt Sinsheim,8509,289,Forstamt Sinsheim
3,Frisörmuseum,4314,285,Barber Museum
3,LRA Lörrach,22157,280,LRA Lörrach
3,"Gogh, Vincent van",357,272,"Gogh, Vincent van"
3,"Blossfeldt, Karl (Fotograf)",9240,270,"Blossfeldt, Karl (Photographer)"
3,"Straube, Stefan (Fotograf)",365,267,"Straube, Stefan (Photographer)"
3,Museen im Kulturzentrum,6336,263,Museums in the Cultural Center
3,"Lipsius, Konstantin",2906,261,"Lipsius, Konstantin"
3,"Weimer, Michael (Fotograf)",38,260,"Weimer, Michael (Photographer)"
3,Forstamt Eberbach,5269,259,Forstamt Eberbach
3,Forstamt Wertheim,11300,257,Forstamt Wertheim
3,"Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Germany",1266,252,"Berlin State Library - Prussian Cultural Heritage Foundation, Germany"
3,"Rodin, Auguste",8028,250,"Rodin, Auguste"
3,Stadt Külsheim,10916,249,City Külsheim
3,Forstamt Buchen,898,246,Forstamt Book
3,Teubner,266,246,Teubner
3,Saarländisches Schulmuseum Ottweiler,835,241,Saarländisches Schulmuseum Ottweiler
3,"Lüttig, Matthias (Fotograf)",56,239,"Lüttig, Matthias (Photographer)"
3,Landgericht Offenburg,14507,236,Landgericht Offenburg
3,Forstamt Eppingen,11622,235,Forstamt Eppingen
3,"Donadini, Ermenegildo Antonio (Fotograf)",20438,234,"Donadini, Ermenegildo Antonio (Photographer)"
3,Forstamt Mittelberg,10181,227,Forstamt Mittelberg
3,Reichsbahndirektion Karlsruhe,2492,224,Reichsbahndirektion Karlsruhe
3,"Teufel, Carl",14931,221,"Devil, Carl"
3,"Christiansen, Hans",8412,207,"Christiansen, Hans"
3,Sächsisches Staatsministerium für Wissenschaft und Kunst,3643,204,Saxon State Ministry for Science and Art
3,Forstamt Gerlachsheim,2725,200,Forstamt Gerlachsheim
3,Forstamt Stein,1896,199,Forstamt Stone
3,Bezirksamt Eberbach,3715,197,Regional office of Eberbach
3,"Universitätsbibliothek der Universität Heidelberg,",70,190,"University Library, University of Heidelberg,"
3,Hirzel,3644,188,Hirzel
3,Musée National Auguste Rodin (Paris),14138,184,Musée National Auguste Rodin (Paris)
3,"Rous, André (Fotograf)",2,182,"Rous, André (Photographer)"
3,Städelsches Kunstinstitut und Städtische Galerie (Frankfurt (Main)),2476,182,The Städel and Städtische Galerie (Frankfurt (Main))
3,Keller,17656,181,Cellar
3,Oberamt Gammertingen/Landratsamt Sigmaringen,14964,180,Oberamt Gammertingen / Landratsamt Sigmaringen
3,Ministerium des Innern,18123,179,Ministry of the Interior
3,Forstamt Tauberbischofsheim,7609,177,Forstamt Tauberbischofsheim
3,Staatliche Museen zu Berlin - Preußischer Kulturbesitz — Nationalgalerie (Berlin),3131,177,National Museums in Berlin - Prussian Cultural Heritage - National Gallery (Berlin)
3,"Aufsberg, Lala (Fotograf)",537,176,"Aufsberg, Lala (Photographer)"
3,Unbekannt,7886,174,Unknown
3,Revieramt Adelberg,12498,173,Revier Office Adelberg
3,"Varnbüler von und zu Hemmingen, Theodor Maria Julius Ernst Albert Alfred Axel Freiherr von",1339,170,"Varnbiiler to and from Hemmingen, Theodor Maria Julius Ernst Albert Alfred Axel Freiherr von"
3,Ministerium des Innern: Kommission für die Adelsmatrikel,25963,170,Ministry of the Interior: Commission for Adelsmatrikel
3,"Kunert, Dietrich (Fotograf)",136,170,"Kunert, Dietrich (Photographer)"
3,"Brehm, Geometer",12378,165,"Brehm, Surveyors"
3,"Schinkel, Karl Friedrich",8354,165,"Schinkel, Karl Friedrich"
3,Forstamt Schwetzingen,3808,163,Forstamt Schwetzingen
3,Forstamt Langensteinbach,2460,162,Forstamt Langensteinbach
3,Römmler und Jonas,584,160,Römmler and Jonas
3,Sylter Heimatmuseum,1062,159,Sylter Heimatmuseum
3,"Musikinstrumenten-Museum, Staatliches Institut für Musikforschung Preußischer Kulturbesitz",6941,158,"Museum of Musical Instruments, State Institute for Music Research Prussian Cultural Heritage"
4,"Höhne, Erich (Fotograf)",4,308336,"Höhne, Erich (Photographer)"
4,"Pohl, Erich (Fotograf)",5,259816,"Pohl, Erich (Photographer)"
4,Willy Pragher,27,80064,Willy Pragher
4,"Pisarek, Abraham (Fotograf)",1,51177,"Pisarek, Abraham (Photographer)"
4,"Rössing, Renate (Fotograf)",201,36086,"Rössing, Renate (Photographer)"
4,"Rössing, Roger (Fotograf)",200,36072,"Rössing, Roger (Photographer)"
4,Messbildstelle Dresden (Fotograf),195,19665,MESSBILDSTELLE Dresden (Photographer)
4,"Weimer, Friedrich (Fotograf)",44,15460,"Weimer, Friedrich (Photographer)"
4,"Borchert, Christian (Fotograf)",1148,10672,"Borchert, Christian (photographer)"
4,"Jäckel, Hildegard (Fotograf)",447,10072,"Jaeckel, Hildegard (Photographer)"
4,"Nosko, Eugen (Fotograf)",193,9771,"Nosko, Eugen (Photographer)"
4,"Peter, Richard jun. (Fotograf)",2297,8843,"Peter, Richard jun. (Photographer)"
4,"Eschen, Fritz (Fotograf)",188,8521,"Eschen, Fritz (Photographer)"
4,"Rapp, Günter (Fotograf)",525,8276,"Rapp, Günter (Photographer)"
4,"Peter, Richard sen. (Fotograf)",407,8125,"Peter, Richard sen. (Photographer)"
4,Unbekannter Fotograf (Fotograf),585,7400,Fotocommunity (Photographer)
4,Preußische Regierung Sigmaringen,326,7109,Prussian government Sigmaringen
4,SDR 1,429,6603,SDR 1
4,"Schumacher, Klaus-Dieter (Fotograf)",32,6511,"Schumacher, Klaus-Dieter (Photographer)"
4,Bundesbahndirektion Karlsruhe,205,6372,Bundesbahndirektion Karlsruhe
4,"Morgenstern, Klaus (Fotograf)",54,6325,"Morgenstern, Klaus (Photographer)"
4,"Grasser, Franz (Fotograf)",1000,5465,"Grasser, Franz (Photographer)"
4,Landratsamt Buchen,29,5325,Landratsamt Book
4,Marlis Decker,364,5165,Marlis Decker
4,Technoseum,755,5022,Technoseum
4,Saarländisches Schulmuseum Ottweiler,835,4250,Saarländisches Schulmuseum Ottweiler
4,"Hildebrand, Gustav (Fotograf)",58,4063,"Hildebrand, Gustav (Photographer)"
4,Frisörmuseum,4314,3917,Barber Museum
4,"Lübeck, Oswald (Fotograf)",974,3789,"Lübeck, Oswald (Photographer)"
4,"Aufsberg, Lala (Fotograf)",537,3644,"Aufsberg, Lala (Photographer)"
4,"Filmnegative, Ordner 892 Nobelpreisträger",1185,3561,"Film negatives, folders 892 Nobel Laureates"
4,"Dix, Otto",5055,3170,"Dix, Otto"
4,"Morgenstern, Barbara (Fotograf)",671,2968,"Morgenstern, Barbara (Photographer)"
4,"Bibliothek der Universität Konstanz,",448,2948,"Library of the University of Konstanz,"
4,"Richter, Ursula (Fotograf)",69,2906,"Richter, Ursula (Photographer)"
4,Bildarchiv Foto Marburg (Marburg),420,2871,Bildarchiv Foto Marburg (Marburg)
4,Domänenkanzlei,131,2831,Domain Registry
4,"Nachlass Schrade, Christian",1064,2558,"Discount Schrade, Christian"
4,"Trumpold, Heidrun (Fotograf)",4900,2446,"Trumpold, Heidrun (Photographer)"
4,Verlag A. und R. Adam (Fotograf),1399,2433,Publisher A. and R. Adam (Photographer)
4,Spruchkammer Südbaden,345,2425,Spruchkammer Südbaden
4,Peter Gauhe,254,2408,Peter Gauhe
4,"Merkler, Erich, Grosselfingen",1055,2253,"Merkler, Erich, Grosselfingen"
4,"Richter, Regine (Fotograf)",61,2252,"Richter, Regine (Photographer)"
4,"Filmnegative, Ordner 491 Deutsche Bundesbahn",368,2247,"Film negatives, folders 491 German Federal Railways"
4,Reichsbahndirektion Karlsruhe,2492,2239,Reichsbahndirektion Karlsruhe
4,SWR 4,2038,2198,SWR 4
4,Finanzministerium Württemberg-Hohenzollern,268,2135,Treasury Württemberg-Hohenzollern
4,"Helbig, Konrad (Fotograf)",544,2099,"Helbig, Konrad (Photographer)"
4,Staatskanzlei Württemberg-Hohenzollern,3537,2023,State Chancellery Württemberg-Hohenzollern
4,Alexej von Assaulenko-Kulturstiftung,715,2001,Alexej von Assaulenko Cultural Foundation
4,"Assaulenko, Alexej von",716,2001,"Assaulenko, Alexej von"
4,"Universitätsbibliothek der Universität Heidelberg,",70,1974,"University Library, University of Heidelberg,"
4,Landesgewerbeamt Direktion Karlsruhe,1728,1943,Landesgewerbeamt Directorate Karlsruhe
4,"Heyde, Gerhard (Fotograf)",1072,1910,"Heyde, Gerhard (Photographer)"
4,"Filmnegative, Ordner 156 Freiburg 1970",1951,1839,"Film negatives, folders 156 Freiburg 1970"
4,"Wurst, Werner (Fotograf)",14,1827,"Sausage, Werner (Photographer)"
4,VEB Möbelkombinat Dresden-Hellerau,165,1810,VEB Kombinat furniture Dresden-Hellerau
4,"Filmnegative, Ordner 144 Schwarzwald Winter I+II",1223,1742,"Film negatives, folders 144 Black Forest Winter I + II"
4,Finanzministerium Freiburg,500,1724,Treasury Freiburg
4,"Filmnegative, Ordner 0029 Berlin 1960",2315,1699,"Film negatives, folders 0029 Berlin 1960"
4,Regierungspräsidium Karlsruhe,46,1694,Regierungspräsidium Karlsruhe
4,"Filmnegative, Ordner 151 (Freiburg 1956)",1282,1691,Loading...
4,"Gerig, Uwe (Fotograf)",161,1678,"Gerig, Uwe (Photographer)"
4,"Filmnegative, Ordner 142 (Schwarzwald)",321,1665,"Film negatives, folders 142 (Black Forest)"
4,Wasserwirtschaftsamt Buchen,853,1648,Wasserwirtschaftsamt Book
4,"Math. Forschungsinst.,",1001,1646,"Math. Research Institutions.,"
4,"Nessler, Walter",57,1641,"Nessler, Walter"
4,"Filmnegative, Ordner 1884 Bauen Freiburg",5991,1596,"Film negatives, folders 1884 Building Freiburg"
4,Forum für Nachlässe von Künstlerinnen und Künstlern e.V.,2214,1579,Forum for estates of artists eV
4,"Filmnegative, Ordner 95 Bodensee",589,1516,"Film negatives, folder 95 Bodensee"
4,"Wagner, Richard",1935,1479,"Wagner, Richard"
4,"Filmnegative, Ordner 981 Freiburger Fasnet 1936",7765,1452,"Film negatives, folders 981 Freiburg carnival 1936"
4,Präsidialabteilung,3553,1448,Presidential Division
4,"Filmnegative, Ordner 738 Regierungspräsidium 2",514,1436,"Film negatives, folders 738 Regierungspräsidium 2"
4,"Richter, Etha",2533,1428,"Richter, Etha"
4,"Filmnegative, Ordner 0741 850 Jahre Freiburg",28,1412,"Film negatives, folders 0741 850 Years Freiburg"
4,"Filmnegative, Ordner 290 (1941 - 1944)",1698,1390,"Film negatives, folders 290 (1941 - 1944)"
4,Forstamt Buchen,898,1389,Forstamt Book
4,"Filmnegative, Ordner 933 Schulen",768,1348,"Film negatives, folders 933 schools"
4,Universitätsmuseum für Kunst und Kulturgeschichte (Marburg),1416,1339,University Museum of Art and Cultural History (Marburg)
4,Generaldirektion der Bad. Staatseisenbahnen Karlsruhe,1514,1328,General of the bathroom. State Railways Karlsruhe
4,"Danigel, Gerd (Fotograf)",1956,1321,"Danigel, Gerd (Photographer)"
4,"Filmnegative, Ordner 583 Donaueschinger Musiktage",491,1318,"Film negatives, folders 583 Donaueschingen Festival"
4,"Seifert, Else (Fotograf)",314,1313,"Seifert, Else (Photographer)"
4,"Filmnegative, Ordner 0735 Persönlichkeiten",770,1308,"Film negatives, folders 0735 Personalities"
4,Vandenhoeck & Ruprecht,381,1305,Vandenhoeck & Ruprecht
4,"Filmnegative, Ordner 147 Kaiserstuhl",2757,1285,"Film negatives, folders 147 Kaiserstuhl"
4,"Filmnegative, Ordner 140 Freudenstadt",751,1283,"Film negatives, folders 140 Freudenstadt"
4,"Filmnegative, Ordner 737 Landesregierung",8633,1282,"Film negatives, folders 737 state government"
4,"Ahlers, Henrik (Fotograf)",119,1269,"Ahlers, Henrik (Photographer)"
4,"Filmnegative, Ordner 749 CD",9431,1268,"Film negatives, folders 749 CD"
4,S 4,4973,1267,S 4
4,"Filmnegative, Ordner 739 Internationale Begegnungen",6615,1264,"Film negatives, folders 739 International matches"
4,Oberamt/Landratsamt Sigmaringen,1859,1258,Oberamt / Landratsamt Sigmaringen
4,"Filmnegative, Ordner 507 Autosport",1945,1251,"Film negatives, folders 507 Autosport"
4,"Bregulla, Siegfried (Fotograf)",797,1240,"Bregulla, Siegfried (Photographer)"
4,"Reinecke, Hans (Fotograf)",11,1229,"Reinecke, Hans (Photographer)"
4,"Teufel, Erwin; Politiker, Ministerpräsident von Baden-Württemberg, 1939-",691,1210,"Devil, Erwin; Politician, Prime Minister of Baden-Württemberg, 1939-"
