timeId,name,keywordId,count,nameEn
1,"Plastik, Numismatik, Keramik, Metallkunst",585,1010,"Plastic, numismatics, ceramics, metal art"
1,Varia,1283,992,Varia
1,Bucherhaltung,2257,977,Bucherhaltung
1,Stenografie,8,946,Stenography
1,Französische Literatur,439,937,French literature
1,Spanische und portugiesische Literatur,441,937,Spanish and Portuguese literatures
1,"Italienische, rumänische, rätoromanische Literatur",440,936,"Italian, Romanian literature"
1,Deutsche Literatur,830,923,German Literature
2,Fotos,4,15414,Photos
2,Architektur,10,10976,Architecture
2,Ortskatalog zur Kunst und Architektur,66,7864,Town List for Art and Architecture
2,"Erziehung, Schul- und Bildungswesen",262,7381,"Education, school and education"
2,Zeitschrift,186,7256,Magazine
2,"Nachrichtenmedien, Journalismus, Verlagswesen",58,6766,"News media, journalism, publishing"
2,Recht,12,6148,Right
2,"Zeitschriften, fortlaufende Sammelwerke",201,5095,"Magazines, serials works"
2,Bild,24,4088,image
2,Geschichte,184,3648,story
2,Politik,72,3605,politics
2,Monographie,14,3415,Monograph
2,Wohnhaus,36,3131,Residential building
2,"Medizin, Gesundheit",22,3074,"Medicine, Health"
2,Personalakten,9,3009,Personnel files
2,Geschichte Deutschlands,530,2719,History of Germany
2,Fotografie,1,2645,Photography
2,Karten und Pläne,82,2632,Maps and plans
2,Amtsbücher,30,2576,Office Books
2,"Geografie, Reisen (Deutschland)",529,2508,"Geography, Travel (Germany)"
2,Nachlässe,157,2465,Discounts
2,Band,179,2348,Tape
2,"Theologie, Christentum",188,2242,"Theology, Christianity"
2,"Allgemeines, Wissenschaft",169,2069,"General, Science"
2,Buch,1277,2064,Book
2,Grabskulptur,172,2031,Grave sculpture
2,Foto,2,1978,Photo
2,Quelle,185,1958,Source
2,Naturwissenschaften,170,1876,Natural sciences
2,Sonstige,3462,1863,Other
2,Text,203,1861,Text
2,Grabstein,239,1693,Grave stone
2,Skulptur,15,1692,Sculpture
2,"Geografie, Reisen",962,1596,Geography and travel
2,Monografie,21,1448,Monograph
2,Geschichte Europas,974,1443,History of Europe
2,"Freizeitgestaltung, Darstellende Kunst",59,1441,"Recreational activity, Performing Arts"
2,Wohnen,174,1425,Habitation
2,Druck,51,1369,pressure
2,"Handel, Kommunikation, Verkehr",196,1311,"Trade, communications, transport"
2,Tafelmalerei,23,1296,Tafelmalerei
2,"Landwirtschaft, Veterinärmedizin",263,1162,"Agriculture, Veterinary Medicine"
2,Wandmalerei,111,1132,Mural
2,Hauswirtschaft und Familienleben,264,1117,Housekeeping and family life
2,Druckgrafik,50,1112,Printmaking
2,Malerei,132,1005,Painting
2,Zeichenkunst,27,1001,Draughtsmanship
2,Wandbild,145,1000,Mural
2,Kunstgewerbe,6,990,Arts and Crafts
2,"Künste, Bildende Kunst allgemein",1174,966,The arts in general
2,"Alte Geschichte, Archäologie",80,964,History of ancient world
2,Bericht,2640,949,Report
2,Wirtschaft,115,901,economy
2,Literatur in anderen Sprachen,1470,849,Literature in other languages
2,Online-Publikation,178,814,Online publication
2,Kartenforum,391,785,Cards Forum
2,"Soziale Probleme, Sozialdienste, Versicherungen",1542,783,"Social problems, social services, insurance"
2,Bayern,1834,771,Bavaria
2,Geowissenschaften,168,760,Earth sciences
2,"Biografie, Genealogie, Heraldik",586,759,"Biography, Genealogy, Heraldry"
2,Bibliotheks- und Informationswissenschaft,1212,748,Library and Information Science
2,Technische Chemie,152,725,Industrial Chemistry
2,Zeichnung / Grafik,415,723,Drawing / Graphics
2,"Literatur, Rhetorik, Literaturwissenschaft",1044,722,"Literature, rhetoric, literary studies"
2,Wohn- und Geschäftshaus,327,706,Residential and commercial building
2,Bauernhof,187,688,Farm
2,Deutschland,1482,679,Germany
2,Mathematica,1528,679,Mathematica
2,Statistik,221,654,Statistics
2,Zeichnung,28,640,Drawing
2,Tiere,315,615,Animals
2,Vorderseite,312,578,front page
2,Technik,175,548,Technology
2,Vorlesungsverzeichnis,1414,533,Lecture Schedule
2,Chemie,215,506,Chemistry
2,Frankreich,2063,498,France
2,Rückseite,905,494,Rear
2,Ingenieurwissenschaften und Maschinenbau,253,490,Engineering and Mechanical Engineering
2,Musik,319,457,Music
2,"Plastik, Numismatik, Keramik, Metallkunst",585,456,"Plastic, numismatics, ceramics, metal art"
2,Pflanzen (Botanik),314,452,Plants (Botany)
2,Zivilprozessakten,1028,443,Civil Procedure file
2,"Öffentliche Darbietungen, Film, Rundfunk",1620,438,"Public performances, film, radio"
2,Kultur,1039,438,Culture
2,"Astronomie, Kartographie",18,437,"Astronomy, cartography"
2,Krankenakten,35,427,Medical Records
2,Technik-Katalog,52,423,Art catalog
2,mehrbändiges Werk,105,423,multi-volume work
2,Druckgraphik,568,412,Printmaking
2,Deckenmalerei,94,400,Deckenmalerei
2,Mathematik,363,398,Mathematics
2,Französische Literatur,439,393,French literature
2,"Italienische, rumänische, rätoromanische Literatur",440,393,"Italian, Romanian literature"
2,Spanische und portugiesische Literatur,441,393,Spanish and Portuguese literatures
2,"Biowissenschaften, Biologie",235,387,Life sciences
2,Kirche,126,386,Church
2,"Sprache, Linguistik",1460,384,"Language, Linguistics"
2,Bibliographie,779,384,Bibliography
2,Deutsche Literatur,830,381,German Literature
2,"Organisationen, Museumswissenschaft",5100,375,"Organizations, Museology"
3,Fotos,4,39815,Photos
3,Architektur,10,23440,Architecture
3,Fotografie,1,16927,Photography
3,Foto,2,15775,Photo
3,Ortskatalog zur Kunst und Architektur,66,14567,Town List for Art and Architecture
3,Technik-Katalog,52,11823,Art catalog
3,Wohnhaus,36,8802,Residential building
3,Personalakten,9,7314,Personnel files
3,Bild,24,6615,image
3,Monographie,14,4823,Monograph
3,Karten und Pläne,82,4715,Maps and plans
3,Online-Publikation,178,3297,Online publication
3,Band,179,3164,Tape
3,Druck,51,2964,pressure
3,Nachlässe,157,2773,Discounts
3,Grabskulptur,172,2756,Grave sculpture
3,Wohnen,174,2656,Habitation
3,Skulptur,15,2509,Sculpture
3,Amtsbücher,30,2503,Office Books
3,Druckgrafik,50,2453,Printmaking
3,Kunstgewerbe,6,2307,Arts and Crafts
3,Kartenforum,391,2162,Cards Forum
3,Zeichenkunst,27,1995,Draughtsmanship
3,Wohn- und Geschäftshaus,327,1864,Residential and commercial building
3,Grabstein,239,1812,Grave stone
3,Tafelmalerei,23,1730,Tafelmalerei
3,Monografie,21,1543,Monograph
3,Malerei,132,1389,Painting
3,Zeichnung,28,1379,Drawing
3,Topografie,390,1300,Topography
3,Print,236,1173,Print
3,Mathematica,1528,1076,Mathematica
3,Krankenakten,35,1005,Medical Records
3,Villa,1565,954,Villa
3,Zeichnung / Grafik,415,927,Drawing / Graphics
3,Druckgraphik,568,891,Printmaking
3,Vorderseite,312,872,front page
3,Rückseite,905,771,Rear
3,Bauernhof,187,686,Farm
3,Wandmalerei,111,670,Mural
3,Plan,606,654,Plan
3,Stenografie,8,648,Stenography
3,mehrbändiges Werk,105,632,multi-volume work
3,Zeichnung / Skizze,151,620,Drawing / sketch
3,Wandbild,145,595,Mural
3,Statue,16,491,Statue
3,Laden,1370,478,load
3,Kirche,126,474,Church
3,Theater / Oper,2698,460,Theatre / Opera
3,Großherzoglich Sächsische Kunstschule zu Weimar 1860-1910,624,459,Großherzoglich Saxon art school in Weimar 1860-1910
3,Mehrbändiges Werk,859,457,Multivolume Work
3,Staatliche Hochschule für Baukunst und Bildende Künste Weimar 1946-1951,627,455,State University of Architecture and Fine Arts Weimar 1946-1951
3,Kaiserreich Geschichtsschulbuecher,366,450,Empire Geschichtsschulbuecher
3,Schule,479,412,School
3,Denkmal,1027,401,Monument
3,Geschichte,184,377,story
3,Kirche (evangelisch),949,355,Church (Protestant)
3,Grundriss,211,349,Ground plan
3,Bauskulptur,153,349,Building sculpture
3,Rathaus,437,346,Town hall
3,Porträt,238,342,Portrait
3,Denkmalskulptur,412,333,Memorial Sculpture
3,Bleistift,148,331,Pencil
3,Grabmal,413,306,Tomb
3,Buch,1277,299,Book
3,Bucherhaltung,2257,298,Bucherhaltung
3,Bauverwaltung,663,297,Bauverwaltung
3,Inschrift,1800,296,Inscription
3,Varia,1283,289,Varia
3,Römerzeit,582,284,Roman times
3,DigiWunschbuch,107,277,DigiWunschbuch
3,Deckenmalerei,94,277,Deckenmalerei
3,Schloss,761,276,Castle
3,Gasthaus,96,271,Inn
3,Goldschmiedekunst,452,263,Goldsmithery
3,Brücke,108,262,Bridge
3,Zoologica,806,261,Zoologica
3,Feldbereinigung; Pläne,4272,257,Field Cleanup; Plans
3,Verwaltungsgebäude,598,257,Administrative building
3,Wohnen; Wohnhaus,712,255,Housing; Residential building
3,Relief,73,243,Relief
3,Hamburgensien: Darstellungen und Nachschlagewerke,1677,242,Hamburgensien: representations and reference
3,Brunnen,296,235,Fountain
3,Buchillustration,883,233,Book Illustration
3,Gemälde,377,231,Paintings
3,Haar- und Bartpflege,2794,227,Hair and beard care
3,Fabrik,910,224,Factory
3,Staatliche Hochschule für Baukunst und Bildende Künste Weimar 1942-1945,626,211,State University of Architecture and Fine Arts Weimar 1942-1945
3,Sakralbau,1987,210,Sacred architecture
3,Kirche (katholisch),587,209,Church (Catholic)
3,Ansichtskarte,1444,208,Postcard
3,Kunsthandwerk,417,208,Crafts
3,Antike,2936,207,Antiquity
3,Geographieschulbuecher Kaiserreich,521,201,Geographieschulbuecher Empire
3,Deckenbild,93,196,Ceiling picture
3,Fortlaufendes Sammelwerk,447,195,Ongoing compilation
3,Kunst,421,187,Art
3,Stadtplan,1219,186,Map
3,Archivalien,1730,186,Archives
3,Ausstellungsgebäude,1191,183,Exhibition building
4,Fotos,4,736979,Photos
4,Kontaktbogen,11,308535,Contact sheet
4,Foto,2,214032,Photo
4,Fotografie,1,197995,Photography
4,Personalakten,9,159915,Personnel files
4,Politik,72,63582,politics
4,Kunst und Kultur,17,53957,Arts and Culture
4,Architektur,10,47026,Architecture
4,Gesellschaft,155,40222,company
4,Bild,24,36464,image
4,Ortskatalog zur Kunst und Architektur,66,33666,Town List for Art and Architecture
4,Monografie,21,31875,Monograph
4,Standfoto,166,31302,Still photographer
4,Karten und Pläne,82,25238,Maps and plans
4,Bildung und Wissenschaft,192,23494,Education and Science
4,AV-Materialien,31,22909,AV materials
4,Spruchkammerakten,19,22336,Spruchkammer files
4,Amtsbücher,30,22162,Office Books
4,Industrie,38,18648,Industry
4,Bildnisse,133,17383,Portraits
4,Szenenbilder,3,17188,Screenshot
4,Handel und Wirtschaft,146,15615,Business and economy
4,Malerei,132,14794,Painting
4,Technik-Katalog,52,14016,Art catalog
4,Bildnis,60,12433,Portrait
4,Bauwesen,328,12308,Building
4,Zeichenkunst,27,11916,Draughtsmanship
4,Druck,51,11731,pressure
4,Schellackplatte,67,11105,Gramophone records
4,Möbel,91,10866,Furniture
4,Druckgrafik,50,10505,Printmaking
4,Zeichnung,28,10408,Drawing
4,Sport,77,9737,Sports
4,Nachlässe,157,9544,Discounts
4,Wohnhaus,36,8914,Residential building
4,Print,236,8690,Print
4,Bildnis-Katalog,102,8437,Portrait catalog
4,Mühle,635,8371,Mill
4,Skulptur,15,7995,Sculpture
4,Möbeldesign,90,7939,Furniture Design
4,Online-Publikation,178,7892,Online publication
4,Landwirtschaft,45,7147,Agriculture
4,Stadt,450,6988,City
4,Oper,68,6959,Opera
4,Kartenforum,391,6422,Cards Forum
4,Verkehrswesen,386,6397,Transportation
4,Strafprozessakten,323,6307,Criminal acts
4,Monographie,14,6013,Monograph
4,Sonstiges,204,5728,Others
4,Messen,523,5030,Measuring
4,Band,179,4985,Tape
4,Natur,380,4699,Nature
4,Topografie,390,4562,Topography
4,Tafelmalerei,23,4503,Tafelmalerei
4,Gesundheitswesen,283,4482,Health service
4,Kunstgewerbe,6,4339,Arts and Crafts
4,Grabskulptur,172,3865,Grave sculpture
4,Auktionskatalog,422,3584,Auction Catalog
4,book,98,3535,book
4,Unterrichtsmittel,480,3417,Teaching materials
4,Photographie,1368,3273,Photography
4,Wohnen,174,3226,Habitation
4,Handwerk,40,3208,Craft
4,Portrait,46,3197,Portrait
4,Militär,605,3091,Military
4,Zeichnung / Grafik,415,3040,Drawing / Graphics
4,Gesundheit und Soziales,980,2868,Health and Social Services
4,Deutschland,1482,2785,Germany
4,Geschichte,184,2783,story
4,Lied,851,2774,Song
4,Realismus,414,2751,Realismus
4,Wirtschaft,115,2708,economy
4,Sonstiges &,1167,2642,Others &
4,Kunsthandwerk,417,2581,Crafts
4,Haar- und Bartpflege,2794,2529,Hair and beard care
4,Krankenakten,35,2466,Medical Records
4,Tiere,315,2436,Animals
4,Grabstein,239,2424,Grave stone
4,Kirche,126,2388,Church
4,Veranstaltungen,230,2383,Events
4,Weltfestspiele der Jugend und Studenten,583,2376,World Festival of Youth and Students
4,Landschaften,1909,2339,Landscapes
4,Gemälde,377,2289,Paintings
4,Kommunales,198,2263,Kommunales
4,Skizzenbuchblatt,1915,2229,Sketchbook Journal
4,Ausstellungen,1377,2202,Exhibitions
4,Arbeiterfotografie,476,2184,Workers Photography
4,Druckgraphik,568,2169,Printmaking
4,Ausstellung,575,2100,Exhibition
4,Freizeit,311,2041,Leisure
4,Kultur,1039,1878,Culture
4,Plan,606,1845,Plan
4,Arbeiten auf Papier,418,1716,Works on Paper
4,politische Veranstaltungen,932,1716,Political Events
4,Pressefotografie,599,1659,Press Photography
4,Bildwerke / Bildende Kunst,1736,1618,Sculptures / Visual Arts
4,Galerie Neue Meister,925,1594,Galerie Neue Meister
4,"Medizin, Gesundheit",22,1544,"Medicine, Health"
4,Künstler,424,1539,Artist
4,Wohn- und Geschäftshaus,327,1524,Residential and commercial building
5,Fotos,4,21936,Photos
5,Architektur,10,10903,Architecture
5,Personalakten,9,9658,Personnel files
5,Ortskatalog zur Kunst und Architektur,66,7449,Town List for Art and Architecture
5,Karten und Pläne,82,6012,Maps and plans
5,Bild,24,5609,image
5,Fotografie,1,4032,Photography
5,Foto,2,3839,Photo
5,Wohnhaus,36,3511,Residential building
5,Druck,51,1882,pressure
5,Amtsbücher,30,1756,Office Books
5,Nachlässe,157,1680,Discounts
5,Druckgrafik,50,1674,Printmaking
5,Wohnen,174,1570,Habitation
5,Kartenforum,391,1508,Cards Forum
5,Band,179,1328,Tape
5,Grabskulptur,172,1176,Grave sculpture
5,Skulptur,15,1163,Sculpture
5,Schellackplatte,67,1146,Gramophone records
5,Brief,854,1124,Letter
5,Aus Nachlass Richard Dehmel,855,1118,From estate Richard Dehmel
5,Briefkopierbücher Richard Dehmel,856,1118,Letterpress books Richard Dehmel
5,830 - Deutsche und verwandte Literaturen,857,1118,830 - German & related literatures
5,Kunstgewerbe,6,1103,Arts and Crafts
5,Plan,606,1099,Plan
5,Monographie,14,1006,Monograph
5,Monografie,21,1002,Monograph
5,Krankenakten,35,999,Medical Records
5,Zeichenkunst,27,981,Draughtsmanship
5,Online-Publikation,178,851,Online publication
5,Malerei,132,836,Painting
5,Wohn- und Geschäftshaus,327,759,Residential and commercial building
5,Zeichnung,28,739,Drawing
5,Oper,68,736,Opera
5,Tafelmalerei,23,682,Tafelmalerei
5,Topografie,390,610,Topography
5,Zeichnung / Skizze,151,599,Drawing / sketch
5,Grabstein,239,591,Grave stone
5,Villa,1565,559,Villa
5,Territorium,3174,517,Territory
5,Bad Nauheim / Kurverwaltung,164,488,Bad Nauheim / Kurverwaltung
5,Print,236,473,Print
5,Druckgraphik,568,472,Printmaking
5,Technik-Katalog,52,471,Art catalog
5,Mehrbändiges Werk,859,451,Multivolume Work
5,Unterrichtsmittel,480,420,Teaching materials
5,Grabmal,413,399,Tomb
5,Zeichnung / Grafik,415,372,Drawing / Graphics
5,Bleistift,148,370,Pencil
5,Haar- und Bartpflege,2794,370,Hair and beard care
5,Ansichtskarte,1444,312,Postcard
5,Bauverwaltung,663,307,Bauverwaltung
5,Bärte,358,300,Beards
5,Kaiserreich Geschichtsschulbuecher,366,296,Empire Geschichtsschulbuecher
5,Lied,851,284,Song
5,Staatliche Hochschule für Baukunst und Bildende Künste Weimar 1946-1951,627,276,State University of Architecture and Fine Arts Weimar 1946-1951
5,Kirche,126,274,Church
5,Wandmalerei,111,271,Mural
5,Wandbild,145,270,Mural
5,Vorderseite,312,269,front page
5,Feder,3753,261,feather
5,Auktionskatalog,422,257,Auction Catalog
5,Grundriss,211,255,Ground plan
5,Schule,479,253,School
5,Rathaus,437,235,Town hall
5,Rückseite,905,235,Rear
5,Geographieschulbuecher Kaiserreich,521,234,Geographieschulbuecher Empire
5,Denkmal,1027,227,Monument
5,Archivalien,1730,223,Archives
5,Geschichte,184,215,story
5,Wohn- und Geschäftshäuser,6958,212,Residential and commercial buildings
5,Keramik,267,209,Ceramics
5,Vase,580,207,Vase
5,Bauskulptur,153,205,Building sculpture
5,mehrbändiges Werk,105,197,multi-volume work
5,Fortlaufendes Sammelwerk,447,196,Ongoing compilation
5,Relief,73,193,Relief
5,Kunsthandwerk,417,191,Crafts
5,"Schmidt, Ludwig",4108,190,"Schmidt, Ludwig"
5,Statue,16,188,Statue
5,Bauernhof,187,188,Farm
5,Lichtpause,2251,187,Blueprint
5,Sakralbau,1987,184,Sacred architecture
5,"Bleistift, Feder",1294,182,"Pencil, pen"
5,Denkmalskulptur,412,180,Memorial Sculpture
5,Brunnen,296,178,Fountain
5,Mathematica,1528,178,Mathematica
5,Strafprozessakten,323,177,Criminal acts
5,Verwaltungsgebäude,598,177,Administrative building
5,Wohnen; Wohnhaus,712,175,Housing; Residential building
5,Sammlung,1456,175,Collection
5,Gemälde,377,173,Paintings
5,Frohburg,4566,171,Frohburg
5,Großherzoglich Sächsische Kunstschule zu Weimar 1860-1910,624,169,Großherzoglich Saxon art school in Weimar 1860-1910
5,Fabrik,910,167,Factory
5,Krankenhäuser; Kuranlagen; Bäder;,4534,159,Hospitals; Kuranlagen; Bathrooms;
5,Kaserne,667,155,Barracks
5,Kirche (evangelisch),949,147,Church (Protestant)
5,Landesaufnahme,1129,146,Topographic Surveys
5,Wasserversorgung,76,144,Water supply
6,Personalakten,9,30975,Personnel files
6,Fotos,4,18856,Photos
6,Spruchkammerakten,19,18721,Spruchkammer files
6,Amtsbücher,30,17571,Office Books
6,Fotografie,1,6941,Photography
6,Foto,2,5927,Photo
6,Architektur,10,5508,Architecture
6,Bild,24,4937,image
6,Monographie,14,4441,Monograph
6,Ortskatalog zur Kunst und Architektur,66,4134,Town List for Art and Architecture
6,book,98,3524,book
6,Karten und Pläne,82,2754,Maps and plans
6,Standfoto,166,2623,Still photographer
6,Nachlässe,157,2584,Discounts
6,Band,179,1972,Tape
6,Druck,51,1683,pressure
6,Wohnhaus,36,1384,Residential building
6,Schellackplatte,67,1325,Gramophone records
6,Druckgrafik,50,1311,Printmaking
6,Skulptur,15,1213,Sculpture
6,Zeichenkunst,27,1205,Draughtsmanship
6,Print,236,1203,Print
6,Grabskulptur,172,1130,Grave sculpture
6,Kartenforum,391,1128,Cards Forum
6,Monografie,21,1052,Monograph
6,Zeichnung,28,969,Drawing
6,Malerei,132,928,Painting
6,Krankenakten,35,906,Medical Records
6,Kunstgewerbe,6,893,Arts and Crafts
6,Tafelmalerei,23,877,Tafelmalerei
6,Oper,68,877,Opera
6,sh2008113365,99,761,sh2008113365
6,Topografie,390,751,Topography
6,sh85148236,714,724,sh85148236
6,Wohnen,174,716,Habitation
6,Strafprozessakten,323,708,Criminal acts
6,Grabstein,239,677,Grave stone
6,Denkmalskulptur,412,617,Memorial Sculpture
6,Zeichnung / Skizze,151,544,Drawing / sketch
6,Plan,606,528,Plan
6,journal,5829,523,log
6,Druckgraphik,568,514,Printmaking
6,Denkmal,1027,507,Monument
6,sh2010119545,2345,474,sh2010119545
6,sh2008113843,2346,472,sh2008113843
6,Online-Publikation,178,470,Online publication
6,Mehrbändiges Werk,859,458,Multivolume Work
6,Zierobjekte,8172,394,Decorative objects
6,Kaiserreich Geschichtsschulbuecher,366,382,Empire Geschichtsschulbuecher
6,Grabmal,413,330,Tomb
6,Bleistift,148,325,Pencil
6,Auktionskatalog,422,315,Auction Catalog
6,Bauverwaltung,663,312,Bauverwaltung
6,Unterrichtsmittel,480,310,Teaching materials
6,Lied,851,302,Song
6,Technik-Katalog,52,301,Art catalog
6,mehrbändiges Werk,105,289,multi-volume work
6,photograph,3744,273,Photographer
6,null,11323,272,zero
6,Fotografie (Digitalisat),882,257,Photography (digitized)
6,Vorderseite,312,254,front page
6,Archivalien,1730,253,Archives
6,Kriegerdenkmal,3850,250,Kriegerdenkmal
6,Wohn- und Geschäftshaus,327,246,Residential and commercial building
6,Rückseite,905,244,Rear
6,Wandmalerei,111,239,Mural
6,Lazarettpersonal,495,238,Hospital staff
6,sermon,3431,238,spiel
6,sh2010119502,3432,235,sh2010119502
6,poem,7022,235,Poem
6,Lazarettorganisation,494,232,Hospital organization
6,Wandbild,145,228,Mural
6,Geographieschulbuecher Kaiserreich,521,227,Geographieschulbuecher Empire
6,"Versorgung,medizinische",496,226,"Supplies, medical"
6,Ansichtskarte,1444,225,Postcard
6,Mathematica,1528,219,Mathematica
6,leaf,5899,210,leaf
6,Krankenbehandlung,493,208,Patient Care
6,Sammlung,1456,207,Collection
6,Fortlaufendes Sammelwerk,447,206,Ongoing compilation
6,Artikel,8826,204,Article
6,Villa,1565,201,Villa
6,Bild- und Schriftkarten,7638,196,Image and text cards
6,Arie,3468,194,Aria
6,sh85148261,2910,190,sh85148261
6,Kaserne,667,184,Barracks
6,Skizzenbuchblatt,1915,183,Sketchbook Journal
6,Erster Weltkrieg,70,182,First World War
6,Bauskulptur,153,176,Building sculpture
6,Postkarte,1261,172,Postcard
6,Geschichte,184,170,story
6,Relief,73,168,Relief
6,Staatliche Hochschule für Baukunst und Bildende Künste Weimar 1946-1951,627,159,State University of Architecture and Fine Arts Weimar 1946-1951
6,Karten,5035,156,cards
6,Statue,16,154,Statue
6,Kirche,126,151,Church
6,Grundriss,211,150,Ground plan
6,Wasserversorgung,76,149,Water supply
6,Feder,3753,148,feather
6,"Schmidt, Johann Friedrich (1894-1965)",4459,141,"Schmidt, Johann Friedrich (1894-1965)"
7,Fotos,4,101004,Photos
7,Fotografie,1,47243,Photography
7,Foto,2,46201,Photo
7,Kontaktbogen,11,39626,Contact sheet
7,Personalakten,9,34301,Personnel files
7,Szenenbilder,3,13146,Screenshot
7,Politik,72,13022,politics
7,Gesellschaft,155,4197,company
7,Architektur,10,4109,Architecture
7,Bild,24,3866,image
7,Ortskatalog zur Kunst und Architektur,66,3271,Town List for Art and Architecture
7,Kunst und Kultur,17,3075,Arts and Culture
7,Strafprozessakten,323,2822,Criminal acts
7,Zeichnung,28,2756,Drawing
7,Spruchkammerakten,19,2715,Spruchkammer files
7,Bildung und Wissenschaft,192,2704,Education and Science
7,Malerei,132,2570,Painting
7,Bildnisse,133,2516,Portraits
7,Bauwesen,328,2493,Building
7,Zeichenkunst,27,2363,Draughtsmanship
7,Karten und Pläne,82,2352,Maps and plans
7,Standfoto,166,2323,Still photographer
7,Print,236,1960,Print
7,Bildnis-Katalog,102,1931,Portrait catalog
7,Nachlässe,157,1926,Discounts
7,Industrie,38,1881,Industry
7,politische Veranstaltungen,932,1694,Political Events
7,Sport,77,1436,Sports
7,Gesundheit und Soziales,980,1371,Health and Social Services
7,Bildnis,60,1365,Portrait
7,Realismus,414,1340,Realismus
7,Gesundheitswesen,283,1253,Health service
7,Monografie,21,1213,Monograph
7,Amtsbücher,30,1165,Office Books
7,Skulptur,15,1062,Sculpture
7,AV-Materialien,31,973,AV materials
